"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster8_35","21","2",6.5,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0014706"">GO:0014706</a>","striated muscle tissue development","The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells.",0.002904879,2.54,"GO:0014706","35","BP",14,"cluster8","up"
"cluster8_35","22","2",6.05,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060537"">GO:0060537</a>","muscle tissue development","The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers.",0.003914382,2.41,"GO:0060537","35","BP",14,"cluster8","up"
"cluster8_35","23","2",4.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060429"">GO:0060429</a>","epithelium development","The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure.",0.003640069,2.44,"GO:0060429","35","BP",51,"cluster8","up"
"cluster8_35","24","2",7.15,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007498"">GO:0007498</a>","mesoderm development","The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue.",2.61135e-05,4.58,"GO:0007498","35","BP",15,"cluster8","up"
"cluster8_35","25","2",3.77,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009888"">GO:0009888</a>","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.",0.0001413414,3.85,"GO:0009888","35","BP",67,"cluster8","up"
"cluster8_35","26","2",6.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071695"">GO:0071695</a>","anatomical structure maturation","A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state.",0.002365634,2.63,"GO:0071695","35","BP",10,"cluster8","up"
"cluster8_35","27","2",5.94,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0021700"">GO:0021700</a>","developmental maturation","A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state.",0.001071333,2.97,"GO:0021700","35","BP",21,"cluster8","up"
"cluster8_35","28","2",1.69,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032502"">GO:0032502</a>","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.",0.003022493,2.52,"GO:0032502","35","BP",139,"cluster8","up"
"cluster8_35","29","2",4.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000902"">GO:0000902</a>","cell morphogenesis","The developmental process in which the size or shape of a cell is generated and organized.",9.691175e-06,5.01,"GO:0000902","35","BP",48,"cluster8","up"
"cluster8_35","30","2",3.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0009653"">GO:0009653</a>","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.",7.835968e-05,4.11,"GO:0009653","35","BP",87,"cluster8","up"
"cluster8_35","31","2",5.35,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061061"">GO:0061061</a>","muscle structure development","The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms.",0.004556355,2.34,"GO:0061061","35","BP",22,"cluster8","up"
"cluster8_35","32","2",1.85,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048856"">GO:0048856</a>","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.",0.000742525,3.13,"GO:0048856","35","BP",138,"cluster8","up"
"cluster8_35","33","2",5.26,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060322"">GO:0060322</a>","head development","The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body.",0.003665569,2.44,"GO:0060322","35","BP",32,"cluster8","up"
"cluster8_35","34","3",6.92,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007472"">GO:0007472</a>","wing disc morphogenesis","The process in which the anatomical structures derived from the wing disc are generated and organized. This includes the transformation of a wing imaginal disc from a monolayered epithelium in the larvae of holometabolous insects into recognizable adult structures including the wing hinge, wing blade and pleura.",0.002884649,2.54,"GO:0007472","35","BP",17,"cluster8","up"
"cluster8_35","35","3",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007475"">GO:0007475</a>","apposition of dorsal and ventral imaginal disc-derived wing surfaces","The coming together of the dorsal and ventral surfaces of the imaginal disc-derived wing during the conversion of a folded single layered wing disc to a flat bilayered wing.",0.00916631,2.04,"GO:0007475","35","BP",4,"cluster8","up"
"cluster8_35","36","3",7.3,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007476"">GO:0007476</a>","imaginal disc-derived wing morphogenesis","The process in which the anatomical structures of the imaginal disc-derived wing are generated and organized. The wing is an appendage modified for flying.",0.001747774,2.76,"GO:0007476","35","BP",17,"cluster8","up"
"cluster8_35","37","3",9.33,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0055008"">GO:0055008</a>","cardiac muscle tissue morphogenesis","The process in which the anatomical structures of cardiac muscle tissue are generated and organized.",0.003433377,2.46,"GO:0055008","35","BP",5,"cluster8","up"
"cluster8_35","38","3",7.64,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048332"">GO:0048332</a>","mesoderm morphogenesis","The process in which the anatomical structures of the mesoderm are generated and organized.",7.3287e-05,4.13,"GO:0048332","35","BP",11,"cluster8","up"
"cluster8_35","39","3",5.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0002009"">GO:0002009</a>","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.",0.0002898724,3.54,"GO:0002009","35","BP",38,"cluster8","up"
"cluster8_35","40","3",4.84,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048729"">GO:0048729</a>","tissue morphogenesis","The process in which the anatomical structures of a tissue are generated and organized.",8.094851e-05,4.09,"GO:0048729","35","BP",41,"cluster8","up"
"cluster8_35","41","3",7.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048754"">GO:0048754</a>","branching morphogenesis of an epithelial tube","The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder.",0.001379741,2.86,"GO:0048754","35","BP",14,"cluster8","up"
"cluster8_35","42","3",5.86,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060562"">GO:0060562</a>","epithelial tube morphogenesis","The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system.",0.005339916,2.27,"GO:0060562","35","BP",32,"cluster8","up"
"cluster8_35","43","3",6.63,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001763"">GO:0001763</a>","morphogenesis of a branching structure","The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes.",0.0007579523,3.12,"GO:0001763","35","BP",14,"cluster8","up"
"cluster8_35","44","3",6.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0061138"">GO:0061138</a>","morphogenesis of a branching epithelium","The process in which the anatomical structures of a branched epithelium are generated and organized.",0.0003937997,3.4,"GO:0061138","35","BP",14,"cluster8","up"
"cluster8_35","45","4",7.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001707"">GO:0001707</a>","mesoderm formation","The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts.",7.3287e-05,4.13,"GO:0001707","35","BP",11,"cluster8","up"
"cluster8_35","46","4",8.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048333"">GO:0048333</a>","mesodermal cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell.",0.005691311,2.24,"GO:0048333","35","BP",4,"cluster8","up"
"cluster8_35","47","4",7.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0001704"">GO:0001704</a>","formation of primary germ layer","The formation of the ectoderm, mesoderm and endoderm during gastrulation.",0.0001757762,3.76,"GO:0001704","35","BP",11,"cluster8","up"
"cluster8_35","48","4",6.51,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007369"">GO:0007369</a>","gastrulation","A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm.",0.000899419,3.05,"GO:0007369","35","BP",15,"cluster8","up"
"cluster8_35","49","4",5.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048598"">GO:0048598</a>","embryonic morphogenesis","The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants.",0.004991573,2.3,"GO:0048598","35","BP",30,"cluster8","up"
"cluster8_35","50","5",6.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035120"">GO:0035120</a>","post-embryonic appendage morphogenesis","The process, occurring after embryonic development, by which the anatomical structures of an appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch.",0.001832059,2.74,"GO:0035120","35","BP",19,"cluster8","up"
