"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_30","86","10",8.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903429"">GO:1903429</a>","regulation of cell maturation","NA",0.001160819,2.94,"GO:1903429","blue","up","30","BP"
"blue_30","87","10",9.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903431"">GO:1903431</a>","positive regulation of cell maturation","NA",0.004585389,2.34,"GO:1903431","blue","up","30","BP"
"blue_30","88","10",6.25,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010720"">GO:0010720</a>","positive regulation of cell development","Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",0.007449902,2.13,"GO:0010720","blue","up","30","BP"
"blue_30","89","10",5.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045597"">GO:0045597</a>","positive regulation of cell differentiation","Any process that activates or increases the frequency, rate or extent of cell differentiation.",0.005971954,2.22,"GO:0045597","blue","up","30","BP"
"blue_30","90","10",4.29,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045595"">GO:0045595</a>","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features.",0.001325211,2.88,"GO:0045595","blue","up","30","BP"
"blue_30","91","10",4.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0060284"">GO:0060284</a>","regulation of cell development","Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.",0.006664034,2.18,"GO:0060284","blue","up","30","BP"
"blue_30","92","11",8.66,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048814"">GO:0048814</a>","regulation of dendrite morphogenesis","Any process that modulates the frequency, rate or extent of dendrite morphogenesis.",0.003756748,2.43,"GO:0048814","blue","up","30","BP"
"blue_30","93","11",7.82,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050773"">GO:0050773</a>","regulation of dendrite development","Any process that modulates the frequency, rate or extent of dendrite development.",0.0005636954,3.25,"GO:0050773","blue","up","30","BP"
"blue_30","94","11",8.03,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010977"">GO:0010977</a>","negative regulation of neuron projection development","Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",0.001322322,2.88,"GO:0010977","blue","up","30","BP"
"blue_30","95","11",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050771"">GO:0050771</a>","negative regulation of axonogenesis","Any process that stops, prevents, or reduces the frequency, rate or extent of axonogenesis.",0.00455535,2.34,"GO:0050771","blue","up","30","BP"
"blue_30","96","11",9.4,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016198"">GO:0016198</a>","axon choice point recognition","The recognition of molecules at a choice point by an axon growth cone; at a choice point the growth cone determines the direction of its future growth.",0.003058531,2.51,"GO:0016198","blue","up","30","BP"
"blue_30","97","11",10.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016199"">GO:0016199</a>","axon midline choice point recognition","The recognition of molecules at the central nervous system midline choice point by an axon growth cone; this choice point determines whether the growth cone will cross the midline.",0.003058531,2.51,"GO:0016199","blue","up","30","BP"
"blue_30","98","11",7.01,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0016358"">GO:0016358</a>","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.",0.003616668,2.44,"GO:0016358","blue","up","30","BP"
"blue_30","99","11",7.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008038"">GO:0008038</a>","neuron recognition","The process in which a neuronal cell in a multicellular organism interprets its surroundings.",0.008915425,2.05,"GO:0008038","blue","up","30","BP"
"blue_30","100","11",4.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030182"">GO:0030182</a>","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.",0.007419745,2.13,"GO:0030182","blue","up","30","BP"
"blue_30","101","12",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902633"">GO:1902633</a>","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process","NA",5.183429e-05,4.29,"GO:1902633","blue","up","30","BP"
"blue_30","102","12",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902635"">GO:1902635</a>","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","NA",5.183429e-05,4.29,"GO:1902635","blue","up","30","BP"
"blue_30","103","12",7.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045833"">GO:0045833</a>","negative regulation of lipid metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids.",0.002298576,2.64,"GO:0045833","blue","up","30","BP"
"blue_30","104","12",8.04,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051055"">GO:0051055</a>","negative regulation of lipid biosynthetic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids.",0.001043964,2.98,"GO:0051055","blue","up","30","BP"
"blue_30","105","12",8.21,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071071"">GO:0071071</a>","regulation of phospholipid biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids.",0.001910771,2.72,"GO:0071071","blue","up","30","BP"
"blue_30","106","12",8.81,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010511"">GO:0010511</a>","regulation of phosphatidylinositol biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phosphatidylinositol.",0.0003170069,3.5,"GO:0010511","blue","up","30","BP"
"blue_30","107","12",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902646"">GO:1902646</a>","regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","NA",5.183429e-05,4.29,"GO:1902646","blue","up","30","BP"
"blue_30","108","12",8.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903726"">GO:1903726</a>","negative regulation of phospholipid metabolic process","NA",0.001138445,2.94,"GO:1903726","blue","up","30","BP"
"blue_30","109","12",9.1,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071072"">GO:0071072</a>","negative regulation of phospholipid biosynthetic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids.",0.0003170069,3.5,"GO:0071072","blue","up","30","BP"
"blue_30","110","12",9.62,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010512"">GO:0010512</a>","negative regulation of phosphatidylinositol biosynthetic process","Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phosphatidylinositol.",5.183429e-05,4.29,"GO:0010512","blue","up","30","BP"
"blue_30","111","12",10.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902647"">GO:1902647</a>","negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process","NA",5.183429e-05,4.29,"GO:1902647","blue","up","30","BP"
"blue_30","112","13",4.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031328"">GO:0031328</a>","positive regulation of cellular biosynthetic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",0.0008985541,3.05,"GO:0031328","blue","up","30","BP"
"blue_30","113","13",3.35,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031326"">GO:0031326</a>","regulation of cellular biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",0.0002861398,3.54,"GO:0031326","blue","up","30","BP"
"blue_30","114","13",4.7,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031327"">GO:0031327</a>","negative regulation of cellular biosynthetic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",0.001438371,2.84,"GO:0031327","blue","up","30","BP"
"blue_30","115","13",9.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1903715"">GO:1903715</a>","regulation of aerobic respiration","NA",0.005082313,2.29,"GO:1903715","blue","up","30","BP"
"blue_30","116","13",4.05,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031324"">GO:0031324</a>","negative regulation of cellular metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",0.0009072225,3.04,"GO:0031324","blue","up","30","BP"
"blue_30","117","13",10.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1901856"">GO:1901856</a>","negative regulation of cellular respiration","NA",0.004585389,2.34,"GO:1901856","blue","up","30","BP"
